dish_id,,calories,mass,fat,carb,protein,,,,
dish_1564775147,,2.170929159,151,0.148816914,0.03464,0.162850768,,,,
dish_1550707504,,1.480000035,85,0.11,0.016,0.1,,,,
dish_1568217325,,2.874303274,106,0.244330877,0.04052384,0.125616302,,,,
dish_1551565613,,0.25,53,0.003,0.05,0.018,,,,
dish_1565640772,,1.262670147,191,0.02695288,0.014984293,0.228575921,,,,
dish_1561574783,,1.234449208,24,0.117302208,0.040263,0.0239985,,,,
dish_1561737271,,1.46611915,520,0.088163456,0.0895173,0.078844233,,,,
dish_1551564637,,0.35,49,0.004,0.07,0.024,,,,
dish_1560444985,,0.753552523,264,0.038240314,0.091195542,0.019422314,,,,
dish_1565640868,,0.975320148,406,0.033502461,0.048778323,0.120815278,,,,
dish_1551373181,,0.89,88,0.003,0.23,0.011,,,,
dish_1558114937,,0.28,49,0.004,0.053,0.022,,,,
dish_1558379182,,5.781000411,56,0.495000018,0.227,0.224000018,,,,
dish_1558725226,,0.25,79,0.003,0.05,0.018,,,,
dish_1563389413,,0.34999998,99,0.004,0.07,0.024,,,,
dish_1563826306,,2.829607253,312,0.156890564,0.2230285,0.142279247,,,,
dish_1567538263,,1.262516429,56,0.089248107,0.098055143,0.033453643,,,,
dish_1563305653,,0.22,117,0.003,0.033,0.031,,,,
dish_1565035858,,0.706644062,531,0.012634652,0.044589454,0.104369111,,,,
dish_1559245589,,0.4915835,52,0.011831173,0.098640173,0.008884788,,,,
dish_1566330399,,2.104689579,126,0.120827238,0.029678659,0.204288889,,,,
dish_1561579673,,0.614733758,360,0.021123639,0.062352992,0.050956144,,,,
dish_1565640365,,1.157127026,623,0.036031462,0.087570772,0.120496061,,,,
dish_1551226101,,1.353515164,165,0.016636364,0.281272703,0.045642424,,,,
dish_1568132601,,1.527008057,246,0.093471541,0.084715447,0.089471545,,,,
dish_1566333324,,1.277530574,476,0.046750922,0.126225584,0.090470515,,,,
dish_1565378731,,0.745691565,207,0.020498333,0.132604101,0.021364227,,,,
dish_1558628956,,0.646000071,14,0.034,0.032,0.061,,,,
dish_1558116090,,0.340000011,91,0.002,0.08,0.008,,,,
dish_1551493773,,1.671617296,162,0.126265432,0.075296296,0.067759259,,,,
dish_1559841091,,0.984478867,166,0.029710843,0.133343373,0.048512048,,,,
dish_1568061145,,0.954353408,196,0.03560274,0.118132541,0.037815245,,,,
dish_1551379881,,2.099216873,166,0.165132548,0.123855416,0.068807235,,,,
dish_1551137091,,2.654000083,60,0.042,0.423000017,0.135,,,,
dish_1551488137,,0.907402636,77,0.031922078,0.042597403,0.117025961,,,,
dish_1551223249,,1.38000005,60,0.021,0.25,0.045,,,,
dish_1560973936,,1.710074,44,0.1324815,0.136880614,0.024506159,,,,
dish_1567537422,,0.538518709,203,0.030977034,0.06004202,0.016095084,,,,
dish_1561579576,,0.292143633,267,0.007628554,0.05414188,0.013671734,,,,
dish_1551390341,,0.891515188,165,0.015230303,0.077333333,0.1158,,,,
dish_1562007817,,1.135860355,391,0.038622765,0.131727818,0.066912107,,,,
dish_1551565797,,1.149999949,39,0.107,0.063,0.008,,,,
dish_1550874191,,0.698409106,132,0.079613636,0.035090909,0.112212121,,,,
dish_1550770699,,0.1,64,0,0.02,0.01,,,,
dish_1551377094,,0.470000013,79,0.001,0.12,0.009,,,,
dish_1564415293,,0.957073122,82,0.024390244,0.175609768,0.009756098,,,,
dish_1563827482,,1.44045357,621,0.090105747,0.03953105,0.124605496,,,,
dish_1562010315,,1.406932776,477,0.080161665,0.041390973,0.129830509,,,,
dish_1551322577,,0.470000013,79,0.001,0.12,0.009,,,,
dish_1565811061,,1.173827182,324,0.02395679,0.027962963,0.203089515,,,,
dish_1551390802,,0.47,94,0.001,0.12,0.009,,,,
dish_1550861187,,0.708567149,335,0.002820896,0.179701496,0.00858806,,,,
dish_1566402160,,0.658129304,697,0.012439999,0.059815816,0.067441324,,,,
dish_1551237180,,0.469999986,216,0.001,0.12,0.009,,,,
dish_1562946106,,1.612713061,359,0.116607242,0.046785515,0.091938721,,,,
dish_1562784266,,1.734263171,76,0.054736842,0.266315816,0.064263158,,,,
dish_1565798617,,0.635709707,311,0.024661852,0.059544277,0.04522117,,,,
dish_1551566236,,3.446000156,45,0.273,0.042,0.193,,,,
dish_1550785404,,0.410000011,91,0.002,0.1,0.009,,,,
dish_1551305168,,0.959999939,33,0.015,0.21,0.034,,,,
dish_1551317743,,0.766850845,181,0.003546961,0.169502762,0.029447514,,,,
dish_1564169254,,0.804726368,201,0.033840796,0.101621886,0.031870647,,,,
dish_1551237814,,2.144177209,158,0.08311393,0.19556962,0.149082278,,,,
dish_1562874282,,0.912324038,469,0.09399078,0.044888034,0.098084878,,,,
dish_1551486628,,1.009999913,127,0.070677165,0.104779528,0.01480315,,,,
dish_1560799407,,1.810669943,122,0.122633525,0.083330475,0.100185025,,,,
dish_1558720289,,0.25,80,0.003,0.05,0.018,,,,
dish_1558373492,,2.733015323,325,0.205443068,0.13012308,0.119867695,,,,
dish_1558630737,,0.25,89,0.003,0.05,0.018,,,,
dish_1559844490,,0.602000006,180,0.00255,0.152500006,0.00755,,,,
dish_1559581333,,1.777550201,234,0.132159675,0.018590816,0.119475462,,,,
dish_1550874267,,0.698409106,132,0.079613636,0.035090909,0.112212121,,,,
dish_1558720097,,0.41,74,0.002,0.1,0.009,,,,
dish_1551135536,,0.899999972,71,0.13,0,0.184,,,,
dish_1563984771,,1.502085577,388,0.098604095,0.046019369,0.105989693,,,,
dish_1568405499,,1.341931618,419,0.07124999,0.063263017,0.107969308,,,,
dish_1563216659,,1.09860115,173,0.029424948,0.02632822,0.172385618,,,,
dish_1558723568,,0.504547719,356,0.005191011,0.120674154,0.010896067,,,,
dish_1561661500,,1.39841666,268,0.041643522,0.15774566,0.090458422,,,,
dish_1558026623,,0.360000012,83,0.001,0.09,0.005,,,,
dish_1564170173,,0.453863665,176,0.020892045,0.065965915,0.011903409,,,,
dish_1566851616,,1.212818145,248,0.046784718,0.145732294,0.058519278,,,,
dish_1550777181,,0.57000001,98,0.003,0.14,0.007,,,,
dish_1561662190,,1.128060779,104,0.038337308,0.17685401,0.023059231,,,,
dish_1565030350,,1.009446177,62,0.095422742,0.036970839,0.013620984,,,,
dish_1560543557,,0.46005233,191,0.020539267,0.060921471,0.017554974,,,,
dish_1558724992,,5.781000063,79,0.495,0.227000013,0.224000013,,,,
dish_1558373284,,3.446000088,113,0.273000009,0.042,0.193,,,,
dish_1568405273,,1.340971417,288,0.076355788,0.052012878,0.111377358,,,,
dish_1550712143,,0.347108995,211,0.004672986,0.071758294,0.015421801,,,,
dish_1551235868,,0.469999978,178,0.001,0.119999994,0.009,,,,
dish_1563391375,,0.606357655,139,0.055929554,0.036254899,0.059606662,,,,
dish_1562008429,,1.369059246,69,0.079875478,0.025580681,0.131260797,,,,
dish_1562702044,,0.248780051,177,0.006226373,0.041872362,0.012872492,,,,
dish_1551397752,,1.650000039,51,0.036,0,0.31,,,,
dish_1561060531,,0.915700537,177,0.023169492,0.148536723,0.038039548,,,,
dish_1566414862,,1.410000015,67,0.068,0.18,0.021,,,,
dish_1562774129,,0.949137,77,0.037637623,0.147222429,0.019987013,,,,
dish_1560453132,,1.31565037,108,0.119721694,0.053799343,0.026368935,,,,
dish_1565637578,,1.174413137,168,0.028748411,0.107838542,0.118802363,,,,
dish_1559849466,,1.784782584,262,0.116015267,0.169461824,0.055221374,,,,
dish_1559149688,,1.554999928,181,0.104999994,0.012,0.125,,,,
dish_1558373639,,0.28,20,0.004,0.053,0.022,,,,
dish_1551396629,,0.610000038,80,0.005,0.15,0.011,,,,
dish_1562602832,,0.766927027,188,0.029160399,0.082522612,0.05205433,,,,
dish_1551236466,,4.0200001,20,0.33,0.013,0.25,,,,
dish_1558026714,,5.409999833,24,0.42,0.014,0.37,,,,
dish_1561578898,,1.65748979,267,0.071751843,0.193750202,0.064113296,,,,
dish_1561739212,,0.626215,214,0.001518692,0.111200939,0.039004673,,,,
dish_1563565454,,1.089406267,322,0.070456202,0.082539404,0.069051624,,,,
dish_1561404956,,1.190253561,82,0.032177085,0.056015415,0.166516415,,,,
dish_1550710318,,1.152974671,158,0.021303797,0.051772146,0.181253165,,,,
dish_1568315040,,1.389801025,400,0.080235215,0.068302865,0.102795488,,,,
dish_1550778007,,0.1,61,0,0.02,0.01,,,,
dish_1550859622,,2.272069722,144,0.148388889,0.105541667,0.12141666,,,,
dish_1551491326,,2.476260505,192,0.185109375,0.0290625,0.164692708,,,,
dish_1565379827,,0.640557213,235,0.017713383,0.115340294,0.011199728,,,,
dish_1564691420,,0.939589845,226,0.060692991,0.100007292,0.019776168,,,,
dish_1551488324,,1.15,40,0.107,0.063,0.008,,,,
dish_1561661377,,1.041951289,294,0.030519711,0.040322568,0.148759037,,,,
dish_1565725095,,0.473618681,257,0.019976654,0.074649809,0.012252918,,,,
dish_1558638844,,0.519999961,154,0.002,0.139999994,0.003,,,,
dish_1558379273,,3.446000076,66,0.273,0.042,0.193,,,,
dish_1564761426,,1.027569307,202,0.01160396,0.147217827,0.074549505,,,,
dish_1550861703,,0.904748162,278,0.039438849,0.110129486,0.037647486,,,,
dish_1550873668,,2.147794908,195,0.108707703,0.015784615,0.268512826,,,,
dish_1562876645,,1.971201759,112,0.063851027,0.141481384,0.196727277,,,,
dish_1559233570,,0.33,51,0.003,0.08,0.007,,,,
dish_1551142547,,0.879305523,216,0.019310185,0.107384259,0.073078704,,,,
dish_1558113941,,3.806282244,78,0.31874359,0.164538474,0.151487192,,,,
dish_1563900205,,0.871302203,301,0.047337492,0.071449641,0.042734625,,,,
dish_1561580278,,0.44,53,0.021,0.043,0.032,,,,
dish_1563824065,,0.235,66,0.003666667,0.043666667,0.014666667,,,,
dish_1550707357,,0.680000022,136,0.014,0.12,0.024,,,,
dish_1566316612,,1.812634877,367,0.140282997,0.065875861,0.074816643,,,,
dish_1551222982,,0.35,38,0.004,0.07,0.024,,,,
dish_1551314927,,1.022302094,139,0.051172662,0.114820151,0.055935252,,,,
dish_1558373687,,3.446,89,0.273000011,0.042,0.193,,,,
dish_1551488807,,1.556,125,0.101864008,0.148320008,0.04492,,,,
dish_1551389118,,1.599999957,23,0.15,0.09,0.02,,,,
dish_1562949494,,0.460037644,149,0.014279094,0.082720577,0.010688987,,,,
dish_1562945499,,0.727213379,625,0.01801109,0.104423462,0.04203389,,,,
dish_1550709129,,2.484362503,149,0.186805369,0.101275168,0.129261732,,,,
dish_1564429843,,0.834873055,474,0.024546468,0.110488907,0.045903084,,,,
dish_1565728634,,1.044034967,418,0.038145687,0.100363608,0.07525251,,,,
dish_1564685144,,0.52325,50,0.025975,0.06825,0.01755,,,,
dish_1550711129,,1.480000012,82,0.11,0.016,0.1,,,,
dish_1551237463,,0.349999976,41,0.004,0.07,0.024,,,,
dish_1565203094,,1.851586913,485,0.057068827,0.078317134,0.240691872,,,,
dish_1560368162,,0.233928169,178,0.005208197,0.043676253,0.013450652,,,,
dish_1559233055,,0.646,39,0.034,0.032,0.061,,,,
dish_1562704528,,2.658999857,56,0.094,0.335,0.112,,,,
dish_1565884692,,0.519999971,408,0.002,0.007,0.099999998,,,,
dish_1565031283,,2.178279879,116,0.12403081,0.038911422,0.206187414,,,,
dish_1551565720,,0.933206107,131,0.02129771,0.104122137,0.082236641,,,,
dish_1550862993,,0.470000029,35,0.001,0.12,0.009,,,,
dish_1558640593,,0.52,116,0.002,0.14,0.003,,,,
dish_1562687554,,1.456706744,281,0.084511762,0.14983721,0.032046715,,,,
dish_1561145732,,0.294,67,0.001,0.075,0.006,,,,
dish_1560539314,,1.048976848,158,0.116129127,0.040048019,0.130451975,,,,
dish_1558639221,,0.25,98,0.003,0.05,0.018,,,,
dish_1551227280,,0.1,49,0,0.02,0.01,,,,
dish_1559172356,,1.7789995,176,0.090258119,0.03936925,0.185706767,,,,
dish_1551232748,,0.855728688,199,0.063638191,0.038969854,0.132532668,,,,
dish_1550792365,,0.42537144,175,0.002068571,0.10411428,0.0106,,,,
dish_1558110385,,1.554999971,34,0.105,0.012,0.125,,,,
dish_1550777713,,0.34,62,0.002,0.08,0.008,,,,
dish_1550876416,,1.436666676,111,0.069198207,0.065135135,0.14918018,,,,
dish_1562959344,,0.125909091,44,0.000431818,0.026045455,0.008704545,,,,
dish_1563811639,,1.096666662,198,0.074333328,0.037333333,0.069,,,,
dish_1562860723,,0.549437475,160,0.0024125,0.1370625,0.0064125,,,,
dish_1559232986,,5.409999743,35,0.42,0.014,0.37,,,,
dish_1561737176,,3.44600006,117,0.273,0.042,0.193000009,,,,
dish_1567537280,,1.814402364,404,0.085911478,0.126397859,0.126918718,,,,
dish_1561578188,,0.288512328,201,0.007229731,0.053784995,0.014044677,,,,
dish_1562180089,,1.948052098,437,0.132257842,0.043480641,0.138840664,,,,
dish_1567022251,,0.440590567,254,0.016244094,0.072759846,0.011649606,,,,
dish_1551136396,,1.1740588,170,0.079023529,0.072441182,0.070717641,,,,
dish_1551493698,,1.149999948,58,0.107,0.063,0.008,,,,
dish_1550770616,,1.480000035,85,0.11,0.016,0.1,,,,
dish_1566850031,,0.931679718,662,0.028998491,0.0389426,0.127862533,,,,
dish_1566933401,,0.342439025,79,0.026341468,0.021463418,0.014634152,,,,
dish_1551222833,,0.730480779,104,0.007201923,0.154038462,0.034173077,,,,
dish_1551391505,,6.069999981,54,0.540000037,0.209999981,0.2,,,,
dish_1560357832,,2.211602744,82,0.129307037,0.21309978,0.05649339,,,,
dish_1562875870,,1.102774296,233,0.076382348,0.114021365,0.093242082,,,,
dish_1562690886,,0.557073135,37,0.028292676,0.068292676,0.023414622,,,,
dish_1551564456,,0.734285736,140,0.043528571,0.094628564,0.0086,,,,
dish_1551565425,,0.35,45,0.004,0.07,0.024,,,,
dish_1563302345,,1.236536921,215,0.035196823,0.023687786,0.200005447,,,,
dish_1551395766,,0.768474576,118,0.00179661,0.174322034,0.016644068,,,,
dish_1566923060,,2.079919383,248,0.139552423,0.137024185,0.075737907,,,,
dish_1558462036,,0.23,13,0.004,0.036,0.029,,,,
dish_1558637247,,1.060999964,111,0.024,0.22,0.031,,,,
dish_1558028142,,0.300000027,73,0.001,0.076,0.006,,,,
dish_1560543625,,1.011373471,554,0.05574983,0.058109249,0.116726128,,,,
dish_1563565323,,1.510067388,152,0.071319158,0.142443283,0.094770388,,,,
dish_1558379639,,3.446000232,112,0.273,0.042,0.193000009,,,,
dish_1551322714,,0.959999971,34,0.015,0.21,0.034,,,,
dish_1559932674,,0.469999992,124,0.001,0.12,0.009,,,,
dish_1559245801,,0.569999981,107,0.003,0.14,0.007,,,,
dish_1561996786,,1.204747444,99,0.057434343,0.095151515,0.082232323,,,,
dish_1562873814,,0.795374739,134,0.064845007,0.050743015,0.015350925,,,,
dish_1566931620,,1.07284162,461,0.056574839,0.04773536,0.104195228,,,,
dish_1567785223,,1.868630245,261,0.136482632,0.05285169,0.104938697,,,,
dish_1551493311,,2.110484884,198,0.134575758,0.121272732,0.102151515,,,,
dish_1551389218,,1.257444454,108,0.097324074,0.036231481,0.067796296,,,,
dish_1550711314,,0.903940319,335,0.034441791,0.107856716,0.041838806,,,,
dish_1551303285,,1.299999918,61,0.003,0.28,0.027,,,,
dish_1561739188,,0.678951021,143,0.00127972,0.162937056,0.00872028,,,,
dish_1564687046,,1.216863162,308,0.094383643,0.066423182,0.109368756,,,,
dish_1562873187,,0.251830396,255,0.009427549,0.036328431,0.01579,,,,
dish_1561491180,,1.089158931,217,0.08613729,0.093844857,0.097932429,,,,
dish_1558725702,,0.430000009,117,0.003,0.090000009,0.034,,,,
dish_1550785697,,0.28,23,0.004,0.053,0.022,,,,
dish_1566242298,,1.271270643,558,0.038917566,0.031084231,0.191222215,,,,
dish_1562789240,,2.347763656,154,0.117075006,0.140498916,0.172140643,,,,
dish_1559590031,,1.497197829,269,0.073417892,0.158133851,0.057982309,,,,
dish_1563389693,,1.306052266,383,0.07645953,0.038704963,0.118916444,,,,
dish_1563208412,,1.600000051,39,0.1,0.03,0.14,,,,
dish_1551390837,,0.603349519,206,0.005495146,0.134368932,0.019398058,,,,
dish_1551378635,,0.340000013,80,0.002,0.08,0.008,,,,
dish_1550863078,,0.524434791,115,0.001843478,0.13226087,0.007095652,,,,
dish_1551488448,,1.189102564,78,0.077307705,0.053269231,0.083333333,,,,
dish_1551563660,,0.721603755,106,0.020830189,0.110264151,0.042415094,,,,
dish_1566416388,,0.824983724,315,0.038674035,0.110710521,0.016503784,,,,
dish_1565728388,,2.659,47,0.094,0.335000021,0.112,,,,
dish_1562963059,,0.949941602,389,0.08617454,0.06467573,0.088245864,,,,
dish_1551490767,,2.397966923,181,0.180281773,0.040740331,0.152298354,,,,
dish_1560543729,,1.03065684,213,0.036423977,0.097797859,0.078611873,,,,
dish_1561996859,,0.770612607,295,0.025437037,0.085501447,0.054000495,,,,
dish_1564588567,,1.444442359,312,0.096490388,0.016903846,0.115201926,,,,
dish_1558381665,,0.35,51,0.004,0.07,0.024,,,,
dish_1560455343,,1.315650659,41,0.119721683,0.053799341,0.026368927,,,,
dish_1565203015,,1.672391877,397,0.048217587,0.022528489,0.269661373,,,,
dish_1560455380,,0.781688205,78,0.063879346,0.045830423,0.022399051,,,,
dish_1565721855,,1.064521009,450,0.034746153,0.051317189,0.133028531,,,,
dish_1567020394,,0.664749547,265,0.047796283,0.062962347,0.051419253,,,,
dish_1558723671,,0.410000011,93,0.002,0.1,0.009,,,,
dish_1563897395,,0.583320391,233,0.011208206,0.115023558,0.012394013,,,,
dish_1561664061,,1.12878452,269,0.036437242,0.0509771,0.144650257,,,,
dish_1558379324,,0.34,48,0.002,0.08,0.008,,,,
dish_1558458584,,2.473105634,142,0.179260563,0.182683099,0.087105634,,,,
dish_1550772088,,0.569999971,70,0.003,0.14,0.007,,,,
dish_1567024187,,1.425301409,235,0.053681668,0.163937834,0.071208506,,,,
dish_1558639012,,0.525379602,490,0.004565306,0.129110204,0.009561224,,,,
dish_1551135656,,0.34,47,0.007,0.068,0.007,,,,
dish_1550875931,,0.769999963,54,0.001,0.17,0.02,,,,
dish_1565382733,,2.819999843,102,0.12,0.31999999,0.12,,,,
dish_1550777566,,2.453277328,119,0.181260504,0.179999983,0.062689076,,,,
dish_1561575347,,1.696513979,327,0.083895872,0.11591255,0.11245226,,,,
dish_1550708327,,0.394529412,170,0.018523529,0.036323529,0.032429412,,,,
dish_1563564707,,0.95994466,150,0.027273833,0.1637168,0.043811647,,,,
dish_1561578323,,2.658999953,43,0.094,0.335000023,0.112,,,,
dish_1562790775,,1.892157375,40,0.195078775,0.037987875,0.00985455,,,,
dish_1561575033,,1.045561392,339,0.035335363,0.039048342,0.141482487,,,,
dish_1565811139,,2.168750029,416,0.150557702,0.021778846,0.179641834,,,,
dish_1567023375,,0.92748659,268,0.071895045,0.032468112,0.057340608,,,,
dish_1558721533,,0.340000018,55,0.002,0.08,0.008,,,,
dish_1562874049,,2.658999929,155,0.094,0.335000019,0.112000006,,,,
dish_1562872746,,1.193911246,203,0.115505887,0.063608847,0.084814882,,,,
dish_1558638954,,0.690000016,129,0.002,0.180000008,0.007,,,,
dish_1550707914,,0.41,29,0.002,0.1,0.009,,,,
dish_1551136531,,1.480000036,55,0.11,0.016,0.1,,,,
dish_1558641164,,0.519999961,154,0.002,0.139999994,0.003,,,,
dish_1550707638,,1.30442263,265,0.050075472,0.143335853,0.068845279,,,,
dish_1562611824,,1.766662321,109,0.110081413,0.153638073,0.054427055,,,,
dish_1561996401,,1.116058462,548,0.054397808,0.098897808,0.054507301,,,,
dish_1558461607,,0.689999976,127,0.002,0.180000008,0.007,,,,
dish_1560366389,,1.234449079,38,0.117302158,0.040263,0.0239985,,,,
dish_1561392632,,1.420780963,352,0.101137693,0.055447347,0.074944881,,,,
dish_1551136769,,1.933839393,112,0.111580357,0.114392857,0.110937491,,,,
dish_1566499686,,1.738935018,388,0.097128289,0.092566332,0.124865314,,,,
dish_1563395510,,1.117277987,372,0.051344452,0.090165723,0.093471056,,,,
dish_1551566851,,0.41,21,0.002,0.1,0.009,,,,
dish_1551375443,,0.560282475,177,0.002548023,0.081468927,0.060163842,,,,
dish_1559157454,,1.234449107,28,0.117302179,0.040263,0.0239985,,,,
dish_1550860107,,0.952387423,222,0.046662158,0.087981986,0.04777027,,,,
dish_1563563348,,1.233476184,294,0.077500007,0.041129255,0.099738088,,,,
dish_1561405389,,1.192750937,223,0.037637031,0.05428448,0.156887655,,,,
dish_1560526514,,0.818092621,224,0.037491647,0.11621092,0.01525904,,,,
dish_1558629818,,5.781000222,27,0.495,0.227,0.224,,,,
dish_1551303168,,0.990000018,55,0.003,0.002,0.24,,,,
dish_1563221443,,2.819999872,86,0.12,0.319999988,0.12,,,,
dish_1550770751,,0.340000009,107,0.002,0.079999991,0.008,,,,
dish_1568320296,,2.658999988,85,0.094,0.335,0.112,,,,
dish_1558116399,,0.28,25,0.004,0.053,0.022,,,,
dish_1562875211,,1.920000143,147,0.071666673,0.234333327,0.084,,,,
dish_1561492519,,1.317087413,206,0.014339806,0.254262126,0.055961165,,,,
dish_1563304333,,1.465050932,308,0.053747036,0.086801169,0.152877558,,,,
dish_1561997248,,5.410000048,21,0.42,0.014,0.37,,,,
dish_1558723719,,5.781000125,40,0.494999975,0.227,0.224,,,,
dish_1567714839,,1.376543433,379,0.068678098,0.034514512,0.158849591,,,,
dish_1560798744,,1.623418218,220,0.064381818,0.181313636,0.087818191,,,,
dish_1558113304,,1.41183428,175,0.089331429,0.136897149,0.045954286,,,,
dish_1551222472,,0.22,24,0.003,0.033,0.031,,,,
dish_1550771191,,5.4099996,15,0.42,0.014,0.37,,,,
dish_1551235109,,2.653999983,59,0.042,0.423000017,0.135,,,,
dish_1551123455,,0.534574468,188,0.006303191,0.114734043,0.013303191,,,,
dish_1563308428,,1.234977745,329,0.06169645,0.087158678,0.080805608,,,,
dish_1558630932,,1.104316913,265,0.065588683,0.120935849,0.036392453,,,,
dish_1551224689,,0.1,42,0,0.02,0.01,,,,
dish_1560368019,,1.451714093,301,0.071959651,0.165988505,0.086796302,,,,
dish_1551379252,,0.35,59,0.004,0.07,0.024,,,,
dish_1563911255,,1.247626251,235,0.05271337,0.102358498,0.093430298,,,,
dish_1563813833,,1.240898536,207,0.068768121,0.015623188,0.122913048,,,,
dish_1562775373,,2.223513628,148,0.168648642,0.015621622,0.151081088,,,,
dish_1559242221,,5.780999974,114,0.495,0.227,0.224000009,,,,
dish_1566332193,,1.046527802,504,0.058519843,0.036638889,0.102859127,,,,
dish_1563295292,,5.409999864,22,0.42,0.014,0.37,,,,
dish_1567106794,,2.132047021,48,0.211225521,0.035327667,0.042097875,,,,
dish_1562691566,,0.538040936,187,0.014794834,0.03682692,0.062731187,,,,
dish_1551136610,,1.380000021,47,0.021,0.25,0.045,,,,
dish_1562703382,,1.405999966,145,0.040600007,0.216000014,0.0482,,,,
dish_1563909507,,0.780964073,151,0.060703166,0.054212689,0.019150762,,,,
dish_1566414723,,1.512055203,482,0.065766015,0.051592871,0.203242274,,,,
dish_1564589025,,0.957073216,51,0.024390235,0.175609784,0.009756098,,,,
dish_1558458847,,0.520000007,143,0.002,0.14,0.003,,,,
dish_1559242324,,0.35,54,0.004,0.07,0.024,,,,
dish_1558632130,,0.34,99,0.002,0.08,0.008,,,,
dish_1551379379,,0.593053898,167,0.003407186,0.088035928,0.063359275,,,,
dish_1562787783,,1.500180803,76,0.086670632,0.165693724,0.030431105,,,,
dish_1551228438,,0.592287549,153,0.005071895,0.135816987,0.012104575,,,,
dish_1567022383,,1.037574829,508,0.034143699,0.041759844,0.138966537,,,,
dish_1566587143,,1.514527543,234,0.088486902,0.068421299,0.123535987,,,,
dish_1551324010,,0.486237629,202,0.003029703,0.073029703,0.066014851,,,,
dish_1550713566,,0.696684487,187,0.024705882,0.014967914,0.108395722,,,,
dish_1563567663,,1.115210544,461,0.100607492,0.073676666,0.077371262,,,,
dish_1551394781,,0.730000028,36,0.048,0.019,0.08,,,,
dish_1551377521,,1.640937445,128,0.074578125,0.06678125,0.183320313,,,,
dish_1550704750,,1.649999964,83,0.036,0,0.31,,,,
dish_1563822636,,0.918679764,258,0.053279651,0.041329322,0.076714492,,,,
dish_1560442450,,0.589000013,149,0.004,0.036,0.100000007,,,,
dish_1551373738,,1.273350979,188,0.057941495,0.153914899,0.051005324,,,,
dish_1566923004,,1.038039261,153,0.060843137,0.067411758,0.057156869,,,,
dish_1558115512,,3.446000111,126,0.272999992,0.042,0.193000008,,,,
dish_1564588533,,1.413568922,167,0.084760485,0.017688623,0.128401204,,,,
dish_1558544427,,1.554999932,103,0.105,0.012,0.125,,,,
dish_1561749664,,1.778999611,162,0.090258117,0.039369253,0.185706772,,,,
dish_1565811000,,1.523777804,225,0.033155556,0.0032,0.285022209,,,,
dish_1561578441,,1.252700362,309,0.060833686,0.112086175,0.065589042,,,,
dish_1565897617,,1.69114591,211,0.107863223,0.046054275,0.141060896,,,,
dish_1551135718,,0.641999979,140,0.068635707,0.0389,0.099235714,,,,
dish_1561665671,,1.779651775,89,0.056808989,0.269438202,0.066505618,,,,
dish_1558113204,,5.780999968,31,0.495,0.227,0.224,,,,
dish_1560356523,,5.409999685,92,0.419999989,0.014,0.370000011,,,,
dish_1561393764,,1.542857077,182,0.110417588,0.030351648,0.104758242,,,,
dish_1559332487,,0.19500001,98,0.0045,0.039,0.0085,,,,
dish_1558628888,,1.554999986,72,0.105,0.012,0.125,,,,
dish_1561749016,,1.029845967,272,0.057993746,0.062817665,0.065812482,,,,
dish_1564601569,,0.7151139,291,0.026909646,0.107468859,0.022977869,,,,
dish_1568044581,,0.554918705,696,0.005699537,0.046557645,0.069152228,,,,
dish_1560787781,,1.119886577,97,0.032793814,0.176948454,0.035886598,,,,
dish_1563205982,,0.674284652,469,0.009302772,0.116827292,0.034432832,,,,
dish_1550775273,,0.349999982,57,0.004,0.07,0.024,,,,
dish_1558723818,,1.061,107,0.024,0.219999991,0.031,,,,
dish_1561480414,,0.970248023,129,0.03748062,0.12648062,0.042224806,,,,
dish_1565032714,,0.956336467,330,0.070243679,0.073929248,0.015734282,,,,
dish_1561049435,,1.315875459,257,0.087264591,0.051431903,0.081019459,,,,
dish_1561407208,,1.529229,29,0.032409724,0.030787379,0.261314034,,,,
dish_1559062051,,0.759999973,74,0,0.180000014,0.01,,,,
dish_1562169762,,1.249191138,210,0.086855852,0.033303638,0.084162129,,,,
dish_1563826223,,2.166090273,139,0.141164439,0.037028014,0.191288683,,,,
dish_1558031019,,1.047928939,197,0.03326903,0.154436538,0.037121827,,,,
dish_1564589308,,1.409999969,161,0.068000006,0.180000006,0.021,,,,
dish_1558379391,,2.708798534,223,0.206008964,0.129434969,0.116757852,,,,
dish_1551390474,,0.73,51,0.048,0.019,0.08,,,,
dish_1550773839,,0.569999987,79,0.003,0.14,0.007,,,,
dish_1565035802,,0.27680002,250,0.002284,0.05914,0.014856,,,,
dish_1564086748,,1.309061416,339,0.047479192,0.161991941,0.069523746,,,,
dish_1561752035,,1.216407489,374,0.052330992,0.070743668,0.110139511,,,,
dish_1550708152,,0.339999983,59,0.007,0.068,0.007,,,,
dish_1560444592,,1.396691457,175,0.072354286,0.112902851,0.07072,,,,
dish_1562958775,,0.905110697,251,0.044309924,0.117372625,0.014704988,,,,
dish_1565813446,,0.881204222,230,0.069009722,0.026038261,0.061603157,,,,
dish_1558468494,,0.205,77,0.003,0.034,0.009,,,,
dish_1550707056,,3.44600006,117,0.273,0.042,0.193000009,,,,
dish_1561567053,,0.3,87,0.002,0.076,0.006,,,,
dish_1551395396,,0.204,20,0.001,0.039,0.022,,,,
dish_1567525712,,2.774699832,184,0.219898804,0.179222935,0.037588141,,,,
